Datetime,Price,High,Low,Open,Volume
2025-04-15 04:25:00+00:00,1245.5,1246.699951171875,1245.5,1246.699951171875,26325
2025-04-15 04:26:00+00:00,1245.5,1245.800048828125,1245.0,1245.5,20198
2025-04-15 04:27:00+00:00,1245.199951171875,1245.5,1245.0999755859375,1245.199951171875,18735
2025-04-15 04:28:00+00:00,1245.0999755859375,1245.5999755859375,1245.0999755859375,1245.0999755859375,13037
2025-04-15 04:29:00+00:00,1244.0999755859375,1245.199951171875,1244.0,1245.199951171875,16681
2025-04-15 04:30:00+00:00,1244.0999755859375,1244.699951171875,1244.0,1244.0999755859375,19124
2025-04-15 04:31:00+00:00,1243.300048828125,1244.199951171875,1243.0,1243.9000244140625,33264
2025-04-15 04:32:00+00:00,1242.5,1243.0999755859375,1242.300048828125,1243.0999755859375,17783
2025-04-15 04:33:00+00:00,1242.699951171875,1242.800048828125,1241.699951171875,1242.5,22099
2025-04-15 04:34:00+00:00,1241.9000244140625,1242.5999755859375,1241.5,1242.5999755859375,17790
2025-04-15 04:35:00+00:00,1242.199951171875,1242.5999755859375,1241.4000244140625,1241.4000244140625,13470
2025-04-15 04:36:00+00:00,1242.9000244140625,1243.0999755859375,1242.199951171875,1242.4000244140625,15092
2025-04-15 04:37:00+00:00,1242.5,1243.0,1242.199951171875,1242.9000244140625,12019
2025-04-15 04:38:00+00:00,1242.4000244140625,1242.9000244140625,1242.199951171875,1242.5999755859375,15017
2025-04-15 04:39:00+00:00,1242.9000244140625,1242.9000244140625,1242.0,1242.199951171875,21948
2025-04-15 04:40:00+00:00,1242.9000244140625,1243.199951171875,1242.0,1242.9000244140625,23796
2025-04-15 04:41:00+00:00,1242.699951171875,1243.0999755859375,1242.0999755859375,1242.9000244140625,9139
2025-04-15 04:42:00+00:00,1242.0,1242.800048828125,1242.0,1242.5,9581
2025-04-15 04:43:00+00:00,1242.0999755859375,1242.199951171875,1241.800048828125,1242.199951171875,9998
2025-04-15 04:44:00+00:00,1241.5,1242.0999755859375,1241.5,1242.0999755859375,14547
2025-04-15 04:45:00+00:00,1241.5,1241.699951171875,1241.4000244140625,1241.5,8715
2025-04-15 04:46:00+00:00,1241.199951171875,1241.5999755859375,1240.300048828125,1241.4000244140625,40462
2025-04-15 04:47:00+00:00,1240.5999755859375,1241.4000244140625,1240.4000244140625,1241.199951171875,22726
2025-04-15 04:48:00+00:00,1240.699951171875,1241.4000244140625,1240.5999755859375,1240.5999755859375,19011
2025-04-15 04:49:00+00:00,1240.5999755859375,1241.0,1240.5999755859375,1240.699951171875,8894
2025-04-15 04:50:00+00:00,1242.0999755859375,1242.199951171875,1240.5999755859375,1240.5999755859375,22304
2025-04-15 04:51:00+00:00,1242.300048828125,1242.300048828125,1241.5,1241.5,30277
2025-04-15 04:52:00+00:00,1242.199951171875,1242.5999755859375,1241.9000244140625,1241.9000244140625,10162
2025-04-15 04:53:00+00:00,1242.300048828125,1242.5,1242.199951171875,1242.300048828125,7764
2025-04-15 04:54:00+00:00,1242.300048828125,1242.300048828125,1242.199951171875,1242.199951171875,4643
2025-04-15 04:55:00+00:00,1242.5,1242.800048828125,1242.199951171875,1242.199951171875,8103
2025-04-15 04:56:00+00:00,1242.199951171875,1242.4000244140625,1242.0999755859375,1242.300048828125,18641
2025-04-15 04:57:00+00:00,1242.0,1242.4000244140625,1242.0,1242.4000244140625,14634
2025-04-15 04:58:00+00:00,1242.9000244140625,1243.0,1242.199951171875,1242.4000244140625,10759
2025-04-15 04:59:00+00:00,1241.5999755859375,1242.5,1241.5999755859375,1242.4000244140625,18150
2025-04-15 05:00:00+00:00,1240.5,1241.699951171875,1240.5,1241.699951171875,8522
2025-04-15 05:01:00+00:00,1239.5,1240.5999755859375,1239.5,1240.5,43714
2025-04-15 05:02:00+00:00,1239.800048828125,1239.9000244140625,1239.0999755859375,1239.699951171875,17364
2025-04-15 05:03:00+00:00,1240.699951171875,1240.699951171875,1239.300048828125,1239.800048828125,19407
2025-04-15 05:04:00+00:00,1240.4000244140625,1240.9000244140625,1240.300048828125,1240.699951171875,15182
2025-04-15 05:05:00+00:00,1240.0,1240.5,1240.0,1240.5,11107
2025-04-15 05:06:00+00:00,1240.0,1240.0,1239.9000244140625,1240.0,8515
2025-04-15 05:07:00+00:00,1239.4000244140625,1239.5,1239.300048828125,1239.5,12084
2025-04-15 05:08:00+00:00,1239.5,1239.800048828125,1239.0999755859375,1239.699951171875,18923
2025-04-15 05:09:00+00:00,1239.0,1239.5,1239.0,1239.300048828125,16226
2025-04-15 05:10:00+00:00,1238.699951171875,1239.199951171875,1238.300048828125,1239.0,22219
2025-04-15 05:11:00+00:00,1238.9000244140625,1239.300048828125,1238.699951171875,1238.9000244140625,11437
2025-04-15 05:12:00+00:00,1239.4000244140625,1239.699951171875,1238.800048828125,1238.9000244140625,18565
2025-04-15 05:13:00+00:00,1240.199951171875,1240.199951171875,1239.199951171875,1239.5,11659
2025-04-15 05:14:00+00:00,1240.4000244140625,1240.699951171875,1240.0999755859375,1240.199951171875,18681
2025-04-15 05:15:00+00:00,1240.5,1240.5,1240.199951171875,1240.5,7854
2025-04-15 05:16:00+00:00,1239.5,1240.5999755859375,1239.5,1240.5,32928
2025-04-15 05:17:00+00:00,1239.0999755859375,1239.9000244140625,1238.9000244140625,1239.699951171875,17098
2025-04-15 05:18:00+00:00,1239.4000244140625,1239.4000244140625,1239.0,1239.199951171875,22091
2025-04-15 05:19:00+00:00,1238.9000244140625,1239.9000244140625,1238.800048828125,1239.4000244140625,23019
2025-04-15 05:20:00+00:00,1238.9000244140625,1239.0,1238.5999755859375,1238.9000244140625,10083
2025-04-15 05:21:00+00:00,1239.4000244140625,1239.5999755859375,1238.699951171875,1238.9000244140625,10938
2025-04-15 05:22:00+00:00,1239.199951171875,1239.4000244140625,1238.9000244140625,1239.300048828125,7917
2025-04-15 05:23:00+00:00,1239.0999755859375,1239.5,1239.0,1239.300048828125,12732
2025-04-15 05:24:00+00:00,1238.699951171875,1239.0999755859375,1238.5,1239.0999755859375,10177
2025-04-15 05:25:00+00:00,1238.699951171875,1238.800048828125,1238.699951171875,1238.699951171875,9587
2025-04-15 05:26:00+00:00,1238.4000244140625,1238.5999755859375,1238.199951171875,1238.5999755859375,14986
2025-04-15 05:27:00+00:00,1238.4000244140625,1238.800048828125,1238.4000244140625,1238.800048828125,17757
2025-04-15 05:28:00+00:00,1238.300048828125,1238.4000244140625,1238.199951171875,1238.300048828125,6727
2025-04-15 05:29:00+00:00,1238.5999755859375,1238.5999755859375,1238.300048828125,1238.300048828125,10362
2025-04-15 05:30:00+00:00,1238.4000244140625,1238.5,1238.4000244140625,1238.5,8769
2025-04-15 05:31:00+00:00,1239.4000244140625,1239.4000244140625,1238.5,1238.5,20720
2025-04-15 05:32:00+00:00,1239.300048828125,1239.5,1239.0,1239.0,14315
2025-04-15 05:33:00+00:00,1239.300048828125,1239.4000244140625,1238.800048828125,1239.0999755859375,11136
2025-04-15 05:34:00+00:00,1240.0,1240.0,1239.4000244140625,1239.5,12591
2025-04-15 05:35:00+00:00,1239.699951171875,1240.0,1239.5,1239.800048828125,9625
2025-04-15 05:36:00+00:00,1240.4000244140625,1240.4000244140625,1239.5999755859375,1239.800048828125,10403
2025-04-15 05:37:00+00:00,1239.9000244140625,1240.4000244140625,1239.699951171875,1240.4000244140625,8582
2025-04-15 05:38:00+00:00,1239.9000244140625,1240.0999755859375,1239.5999755859375,1239.9000244140625,9092
2025-04-15 05:39:00+00:00,1238.5999755859375,1239.5999755859375,1238.5999755859375,1239.5999755859375,11833
2025-04-15 05:40:00+00:00,1239.0,1239.0,1238.5,1238.800048828125,11284
2025-04-15 05:41:00+00:00,1238.699951171875,1239.0,1238.5999755859375,1238.9000244140625,7729
2025-04-15 05:42:00+00:00,1238.0,1238.9000244140625,1237.0999755859375,1238.9000244140625,108172
2025-04-15 05:43:00+00:00,1238.0999755859375,1238.300048828125,1237.4000244140625,1237.5,11908
2025-04-15 05:44:00+00:00,1238.5,1238.5,1238.0,1238.0999755859375,7936
2025-04-15 05:45:00+00:00,1238.4000244140625,1239.0,1238.4000244140625,1238.5,11720
2025-04-15 05:46:00+00:00,1238.800048828125,1238.800048828125,1238.300048828125,1238.300048828125,29708
2025-04-15 05:47:00+00:00,1238.300048828125,1239.0,1238.300048828125,1238.800048828125,8148
2025-04-15 05:48:00+00:00,1238.4000244140625,1238.4000244140625,1238.199951171875,1238.300048828125,5249
2025-04-15 05:49:00+00:00,1238.300048828125,1238.4000244140625,1238.300048828125,1238.4000244140625,8618
2025-04-15 05:50:00+00:00,1238.0,1238.5999755859375,1238.0,1238.300048828125,21567
2025-04-15 05:51:00+00:00,1238.300048828125,1238.4000244140625,1237.800048828125,1238.0999755859375,12839
2025-04-15 05:52:00+00:00,1238.300048828125,1238.5,1238.300048828125,1238.300048828125,5674
2025-04-15 05:53:00+00:00,1238.4000244140625,1238.4000244140625,1238.300048828125,1238.4000244140625,6586
2025-04-15 05:54:00+00:00,1238.9000244140625,1238.9000244140625,1238.4000244140625,1238.4000244140625,5183
2025-04-15 05:55:00+00:00,1240.0999755859375,1240.5,1238.800048828125,1238.800048828125,25351
2025-04-15 05:56:00+00:00,1240.9000244140625,1241.0,1240.300048828125,1240.300048828125,15174
2025-04-15 05:57:00+00:00,1240.5,1241.0,1240.4000244140625,1240.9000244140625,12251
2025-04-15 05:58:00+00:00,1240.0,1240.5,1239.199951171875,1240.5,17486
2025-04-15 05:59:00+00:00,1239.300048828125,1240.4000244140625,1239.199951171875,1239.800048828125,10831
2025-04-15 06:00:00+00:00,1239.9000244140625,1239.9000244140625,1239.199951171875,1239.300048828125,9506
2025-04-15 06:01:00+00:00,1239.800048828125,1239.9000244140625,1239.4000244140625,1239.800048828125,7062
2025-04-15 06:02:00+00:00,1239.9000244140625,1240.0,1239.300048828125,1239.800048828125,13577
2025-04-15 06:03:00+00:00,1239.800048828125,1240.0999755859375,1239.300048828125,1239.9000244140625,4267
2025-04-15 06:04:00+00:00,1240.300048828125,1240.300048828125,1239.699951171875,1240.0,7774
2025-04-15 06:05:00+00:00,1240.699951171875,1240.699951171875,1240.300048828125,1240.4000244140625,9461
2025-04-15 06:06:00+00:00,1240.699951171875,1240.800048828125,1240.5,1240.5,7276
2025-04-15 06:07:00+00:00,1240.800048828125,1240.800048828125,1240.5,1240.5,10263
2025-04-15 06:08:00+00:00,1240.199951171875,1240.800048828125,1240.0,1240.800048828125,10371
2025-04-15 06:09:00+00:00,1240.5999755859375,1240.5999755859375,1240.0,1240.0999755859375,13441
2025-04-15 06:10:00+00:00,1240.699951171875,1240.9000244140625,1240.199951171875,1240.300048828125,12749
2025-04-15 06:11:00+00:00,1240.5,1240.800048828125,1240.5,1240.800048828125,8031
2025-04-15 06:12:00+00:00,1240.4000244140625,1240.699951171875,1240.4000244140625,1240.699951171875,7170
2025-04-15 06:13:00+00:00,1240.5,1240.5,1240.0,1240.300048828125,7626
2025-04-15 06:14:00+00:00,1240.5999755859375,1240.5999755859375,1240.300048828125,1240.4000244140625,7246
2025-04-15 06:15:00+00:00,1240.0,1240.4000244140625,1239.9000244140625,1240.4000244140625,9532
2025-04-15 06:16:00+00:00,1239.0999755859375,1239.9000244140625,1239.0999755859375,1239.800048828125,14735
2025-04-15 06:17:00+00:00,1239.0,1239.199951171875,1238.4000244140625,1239.0999755859375,10772
2025-04-15 06:18:00+00:00,1239.0,1239.199951171875,1238.5999755859375,1239.0,9530
2025-04-15 06:19:00+00:00,1239.5,1239.699951171875,1238.9000244140625,1239.0,10831
2025-04-15 06:20:00+00:00,1240.0,1240.0,1239.300048828125,1239.300048828125,10095
2025-04-15 06:21:00+00:00,1239.4000244140625,1240.199951171875,1239.4000244140625,1239.800048828125,8817
2025-04-15 06:22:00+00:00,1239.199951171875,1239.5999755859375,1239.199951171875,1239.5,6568
2025-04-15 06:23:00+00:00,1239.300048828125,1239.4000244140625,1239.199951171875,1239.300048828125,5983
2025-04-15 06:24:00+00:00,1239.0999755859375,1239.4000244140625,1239.0999755859375,1239.300048828125,6801
2025-04-15 06:25:00+00:00,1239.5,1239.5,1239.199951171875,1239.199951171875,5486
2025-04-15 06:26:00+00:00,1239.699951171875,1239.699951171875,1239.300048828125,1239.5,6664
2025-04-15 06:27:00+00:00,1239.699951171875,1239.699951171875,1239.300048828125,1239.5999755859375,6643
2025-04-15 06:28:00+00:00,1239.4000244140625,1239.699951171875,1239.300048828125,1239.5999755859375,8085
2025-04-15 06:29:00+00:00,1239.0,1239.5,1238.800048828125,1239.300048828125,12828
2025-04-15 06:30:00+00:00,1239.0999755859375,1239.300048828125,1239.0,1239.199951171875,6587
2025-04-15 06:31:00+00:00,1239.4000244140625,1239.4000244140625,1239.0,1239.0,5162
2025-04-15 06:32:00+00:00,1238.5,1239.4000244140625,1238.4000244140625,1239.300048828125,10774
2025-04-15 06:33:00+00:00,1238.5999755859375,1238.5999755859375,1238.300048828125,1238.4000244140625,5522
2025-04-15 06:34:00+00:00,1238.800048828125,1238.9000244140625,1238.5,1238.5999755859375,5705
2025-04-15 06:35:00+00:00,1239.300048828125,1239.300048828125,1238.699951171875,1238.800048828125,7141
2025-04-15 06:36:00+00:00,1239.199951171875,1239.800048828125,1239.0999755859375,1239.199951171875,7798
2025-04-15 06:37:00+00:00,1239.4000244140625,1239.699951171875,1239.199951171875,1239.300048828125,6371
2025-04-15 06:38:00+00:00,1238.699951171875,1239.5999755859375,1238.5,1239.5,16674
2025-04-15 06:39:00+00:00,1239.5999755859375,1239.800048828125,1238.800048828125,1239.0,8126
2025-04-15 06:40:00+00:00,1239.800048828125,1239.9000244140625,1239.0999755859375,1239.5999755859375,9170
2025-04-15 06:41:00+00:00,1240.0,1240.0999755859375,1239.5999755859375,1239.800048828125,13527
2025-04-15 06:42:00+00:00,1240.800048828125,1241.199951171875,1240.0999755859375,1240.0999755859375,30210
2025-04-15 06:43:00+00:00,1240.0,1241.0,1239.9000244140625,1240.9000244140625,21018
2025-04-15 06:44:00+00:00,1241.0,1241.0,1239.5999755859375,1240.4000244140625,21618
2025-04-15 06:45:00+00:00,1240.699951171875,1241.0,1240.5999755859375,1240.800048828125,9183
2025-04-15 06:46:00+00:00,1241.0,1241.0,1240.5999755859375,1240.699951171875,8427
2025-04-15 06:47:00+00:00,1241.5999755859375,1241.9000244140625,1240.9000244140625,1240.9000244140625,15759
2025-04-15 06:48:00+00:00,1242.300048828125,1242.9000244140625,1241.800048828125,1241.800048828125,26535
2025-04-15 06:49:00+00:00,1242.5,1242.9000244140625,1242.300048828125,1242.5,12359
2025-04-15 06:50:00+00:00,1242.5999755859375,1242.800048828125,1242.199951171875,1242.699951171875,11244
2025-04-15 06:51:00+00:00,1243.0999755859375,1243.199951171875,1242.199951171875,1242.199951171875,25656
2025-04-15 06:52:00+00:00,1243.0999755859375,1243.199951171875,1243.0,1243.0,12874
2025-04-15 06:53:00+00:00,1243.0,1243.199951171875,1243.0,1243.0999755859375,8770
2025-04-15 06:54:00+00:00,1242.800048828125,1243.0999755859375,1242.5999755859375,1242.9000244140625,32469
2025-04-15 06:55:00+00:00,1243.0,1243.4000244140625,1242.800048828125,1242.9000244140625,26546
2025-04-15 06:56:00+00:00,1241.5999755859375,1243.0999755859375,1241.4000244140625,1243.0999755859375,64789
2025-04-15 06:57:00+00:00,1241.4000244140625,1241.800048828125,1241.0999755859375,1241.699951171875,8491
2025-04-15 06:58:00+00:00,1242.5999755859375,1242.800048828125,1241.300048828125,1241.5,11926
2025-04-15 06:59:00+00:00,1243.0999755859375,1243.199951171875,1242.4000244140625,1242.4000244140625,29813
2025-04-15 07:00:00+00:00,1242.5,1243.300048828125,1242.5,1243.0999755859375,51045
2025-04-15 07:01:00+00:00,1242.9000244140625,1243.0,1242.5,1242.9000244140625,7613
2025-04-15 07:02:00+00:00,1243.0,1243.300048828125,1242.5,1242.5,18144
2025-04-15 07:03:00+00:00,1243.199951171875,1243.199951171875,1243.0,1243.0,8311
2025-04-15 07:04:00+00:00,1243.199951171875,1243.199951171875,1243.0,1243.0,17352
2025-04-15 07:05:00+00:00,1243.5,1243.699951171875,1243.0999755859375,1243.300048828125,16330
2025-04-15 07:06:00+00:00,1243.199951171875,1243.5,1243.0,1243.5,9301
2025-04-15 07:07:00+00:00,1243.5,1243.5999755859375,1243.0,1243.199951171875,14867
2025-04-15 07:08:00+00:00,1243.0,1243.699951171875,1243.0,1243.5,57103
2025-04-15 07:09:00+00:00,1243.0999755859375,1243.199951171875,1242.9000244140625,1243.0,21982
2025-04-15 07:10:00+00:00,1243.0999755859375,1243.199951171875,1243.0,1243.0999755859375,12648
2025-04-15 07:11:00+00:00,1242.300048828125,1243.0999755859375,1242.300048828125,1243.0999755859375,12372
2025-04-15 07:12:00+00:00,1242.800048828125,1243.0999755859375,1242.199951171875,1242.5,13983
2025-04-15 07:13:00+00:00,1242.5999755859375,1242.9000244140625,1242.199951171875,1242.800048828125,10030
2025-04-15 07:14:00+00:00,1242.9000244140625,1242.9000244140625,1242.5,1242.699951171875,9189
2025-04-15 07:15:00+00:00,1242.800048828125,1242.9000244140625,1242.699951171875,1242.800048828125,16611
2025-04-15 07:16:00+00:00,1242.5999755859375,1242.800048828125,1242.5999755859375,1242.699951171875,15805
2025-04-15 07:17:00+00:00,1242.800048828125,1242.9000244140625,1242.5999755859375,1242.5999755859375,20430
2025-04-15 07:18:00+00:00,1242.699951171875,1242.9000244140625,1242.5,1242.800048828125,13301
2025-04-15 07:19:00+00:00,1243.0,1243.0999755859375,1242.5999755859375,1242.5999755859375,16800
2025-04-15 07:20:00+00:00,1243.0999755859375,1243.0999755859375,1242.699951171875,1242.9000244140625,16767
2025-04-15 07:21:00+00:00,1243.0999755859375,1243.0999755859375,1242.9000244140625,1243.0999755859375,25831
2025-04-15 07:22:00+00:00,1243.0,1243.199951171875,1242.9000244140625,1243.0999755859375,14516
2025-04-15 07:23:00+00:00,1243.199951171875,1243.300048828125,1242.9000244140625,1242.9000244140625,14216
2025-04-15 07:24:00+00:00,1242.5999755859375,1243.300048828125,1242.5,1243.199951171875,25289
2025-04-15 07:25:00+00:00,1242.199951171875,1242.800048828125,1242.0999755859375,1242.5,13785
2025-04-15 07:26:00+00:00,1242.0999755859375,1243.199951171875,1242.0999755859375,1242.0999755859375,63112
2025-04-15 07:27:00+00:00,1242.300048828125,1242.5,1242.0999755859375,1242.0999755859375,8441
2025-04-15 07:28:00+00:00,1242.199951171875,1242.5,1242.0999755859375,1242.300048828125,14413
2025-04-15 07:29:00+00:00,1242.0,1242.300048828125,1241.800048828125,1242.199951171875,24215
2025-04-15 07:30:00+00:00,1243.199951171875,1243.4000244140625,1242.0,1242.0,22616
2025-04-15 07:31:00+00:00,1243.4000244140625,1243.5,1243.199951171875,1243.4000244140625,6508
2025-04-15 07:32:00+00:00,1243.0,1243.4000244140625,1243.0,1243.4000244140625,18312
2025-04-15 07:33:00+00:00,1243.0999755859375,1243.300048828125,1242.9000244140625,1243.0,13788
2025-04-15 07:34:00+00:00,1243.0,1243.300048828125,1243.0,1243.199951171875,9441
2025-04-15 07:35:00+00:00,1242.9000244140625,1243.199951171875,1242.9000244140625,1243.0999755859375,12778
2025-04-15 07:36:00+00:00,1243.0,1243.0,1242.9000244140625,1242.9000244140625,6588
2025-04-15 07:37:00+00:00,1242.4000244140625,1243.0,1242.4000244140625,1243.0,11814
2025-04-15 07:38:00+00:00,1241.5999755859375,1242.4000244140625,1241.5999755859375,1242.4000244140625,81051
2025-04-15 07:39:00+00:00,1241.4000244140625,1242.0999755859375,1241.0999755859375,1241.5999755859375,44541
2025-04-15 07:40:00+00:00,1240.300048828125,1241.4000244140625,1240.300048828125,1241.4000244140625,18107
2025-04-15 07:41:00+00:00,1240.699951171875,1241.0,1240.0,1240.300048828125,23433
2025-04-15 07:42:00+00:00,1241.4000244140625,1241.800048828125,1240.699951171875,1241.0,35384
2025-04-15 07:43:00+00:00,1241.5999755859375,1241.5999755859375,1240.5,1241.4000244140625,41517
2025-04-15 07:44:00+00:00,1242.199951171875,1242.199951171875,1241.5,1241.5999755859375,76603
2025-04-15 07:45:00+00:00,1242.800048828125,1242.9000244140625,1242.0999755859375,1242.0999755859375,8173
2025-04-15 07:46:00+00:00,1242.4000244140625,1242.699951171875,1242.300048828125,1242.699951171875,11114
2025-04-15 07:47:00+00:00,1241.9000244140625,1242.300048828125,1241.9000244140625,1242.300048828125,9439
2025-04-15 07:48:00+00:00,1242.0999755859375,1242.0999755859375,1241.699951171875,1242.0,24342
2025-04-15 07:49:00+00:00,1241.9000244140625,1242.0999755859375,1241.800048828125,1242.0999755859375,7935
2025-04-15 07:50:00+00:00,1242.0999755859375,1242.0999755859375,1241.9000244140625,1241.9000244140625,9147
2025-04-15 07:51:00+00:00,1241.0999755859375,1242.199951171875,1241.0999755859375,1241.9000244140625,67661
2025-04-15 07:52:00+00:00,1241.9000244140625,1242.0,1240.9000244140625,1240.9000244140625,6827
2025-04-15 07:53:00+00:00,1242.0999755859375,1242.4000244140625,1241.5999755859375,1241.9000244140625,13086
2025-04-15 07:54:00+00:00,1241.9000244140625,1242.0999755859375,1241.699951171875,1242.0999755859375,7237
2025-04-15 07:55:00+00:00,1241.800048828125,1241.9000244140625,1241.5999755859375,1241.9000244140625,9161
2025-04-15 07:56:00+00:00,1242.4000244140625,1242.5,1241.800048828125,1241.9000244140625,8937
2025-04-15 07:57:00+00:00,1242.199951171875,1242.4000244140625,1242.199951171875,1242.300048828125,10094
2025-04-15 07:58:00+00:00,1242.300048828125,1242.5,1242.0,1242.0,11172
2025-04-15 07:59:00+00:00,1242.300048828125,1242.5,1242.199951171875,1242.199951171875,7808
2025-04-15 08:00:00+00:00,1242.199951171875,1242.5,1242.0999755859375,1242.199951171875,28295
2025-04-15 08:01:00+00:00,1242.0999755859375,1242.199951171875,1241.9000244140625,1242.199951171875,11046
2025-04-15 08:02:00+00:00,1242.199951171875,1242.300048828125,1242.0999755859375,1242.0999755859375,11469
2025-04-15 08:03:00+00:00,1242.4000244140625,1242.5,1242.300048828125,1242.4000244140625,24383
2025-04-15 08:04:00+00:00,1243.0999755859375,1243.0999755859375,1242.4000244140625,1242.4000244140625,13088
2025-04-15 08:05:00+00:00,1243.5,1243.699951171875,1243.300048828125,1243.300048828125,19412
2025-04-15 08:06:00+00:00,1243.4000244140625,1243.800048828125,1243.300048828125,1243.5999755859375,32469
2025-04-15 08:07:00+00:00,1242.199951171875,1243.4000244140625,1242.199951171875,1243.300048828125,26841
2025-04-15 08:08:00+00:00,1242.699951171875,1242.699951171875,1242.199951171875,1242.199951171875,8670
2025-04-15 08:09:00+00:00,1242.5999755859375,1242.800048828125,1242.199951171875,1242.699951171875,28616
2025-04-15 08:10:00+00:00,1242.199951171875,1242.300048828125,1241.699951171875,1242.300048828125,24759
2025-04-15 08:11:00+00:00,1242.0999755859375,1242.699951171875,1242.0999755859375,1242.300048828125,19541
2025-04-15 08:12:00+00:00,1242.5,1242.5,1242.0999755859375,1242.199951171875,7224
2025-04-15 08:13:00+00:00,1242.300048828125,1242.300048828125,1242.0,1242.199951171875,27252
2025-04-15 08:14:00+00:00,1242.199951171875,1242.4000244140625,1242.0999755859375,1242.0999755859375,5611
2025-04-15 08:15:00+00:00,1241.800048828125,1242.4000244140625,1241.800048828125,1242.199951171875,44230
2025-04-15 08:16:00+00:00,1242.800048828125,1242.800048828125,1241.9000244140625,1241.9000244140625,8940
2025-04-15 08:17:00+00:00,1243.0,1243.0,1242.5,1242.5,11762
2025-04-15 08:18:00+00:00,1242.9000244140625,1242.9000244140625,1242.699951171875,1242.9000244140625,27391
2025-04-15 08:19:00+00:00,1242.699951171875,1243.0,1242.699951171875,1243.0,36018
